TRUE,predict
1.623249292,1.562179446
1.875061274,1.936331153
1.812913299,1.751664281
1.079181194,0.938069761
1.579783559,1.577619314
1.80618,1.771930099
1.39794004,1.170608044
1.518513918,1.454870105
1.230448961,1.161256075
1.643452644,1.648923397
1.278753638,1.348003745
1,1.464816809
1.913813829,1.962001801
1.892094612,1.812970161
1.447157979,1.649692774
1.431363821,1.590026498
1.544068098,1.514182925
1.672097802,1.855890512
1.278753638,1.328461528
2.113943338,2.162758827
1.041392684,1.296224236
1.56820178,1.539074183
1.255272508,1.234352827
1.342422724,1.344320774
1.531478882,1.415135145
1.447157979,1.386151671
1.380211234,1.341814756
1.146128058,1.521504641
1.505149961,1.739725947
1.113943338,1.153270483
1.531478882,1.516656041
1.079181194,1.245432377
1.763427973,1.717042565
2,1.932319403
1.623249292,1.640314817
1.763427973,1.756592274
1.380211234,1.341408372
2.238046169,2.195893049
1.041392684,1.095950007
1.146128058,1.12453866
1.278753638,1.242152452
1.60205996,1.639820457
1.977723598,1.979458332
1.623249292,1.575479388
1.924279332,1.936700463
2.017033339,2.007614374
1.826074839,1.834872842
1.20412004,1.266061068
1.462398052,1.407788157
1.414973378,1.374115944
1.579783559,1.703951836
1.079181194,1.142683625
1.041392684,0.960397482
1.447157979,1.518607855
1.414973378,1.467928886
1.414973378,1.493387699
1.322219253,1.297580004
0.477121264,0.458402991
1.462398052,1.589454889
1.531478882,1.574122787
1.934498429,1.931346655
1.982271194,2.001423359
1.113943338,1.054543853
1.892094612,1.929785967
1.792391658,1.699853659
1.863322854,1.82760942
0.778151274,0.726162195
1.146128058,1.145857453
1.959041357,1.919703126
1.653212547,1.687122464
1.56820178,1.387449265
1,1.304054022
1.230448961,1.530307651
1.380211234,1.321553111
1.531478882,1.47982955
1.556302547,1.466418624
2.193124533,2.114031315
2.269512892,2.239230394
1.892094612,1.937045693
1.146128058,1.287266612
1.949390054,1.979268074
1.672097802,1.618635535
1.77085197,1.788219333
2.198657036,2.12613678
2,1.856029391
1.919078112,1.90689826
1.732393742,1.803377032
2.037426472,1.973726273
1.380211234,1.433042407
1.462398052,1.601526022
1.924279332,1.87088573
1.56820178,1.694223642
1.041392684,1.093660355
1.342422724,1.299794674
1.041392684,1.44761622
2.09691,1.97192347
1.851258397,1.872906685
1.77085197,1.764683366
1.799340606,1.820449829
1.518513918,1.500636101
0.954242527,1.133477449
1.612783909,1.705408692
1.819543958,1.855546236
1.591064572,1.601898313
1.20412004,1.731006026
1.949390054,1.954301596
1.342422724,1.315337658
1.799340606,1.855191469
0.845098019,0.530914903
1.724275827,1.798821568
1.531478882,1.445762038
0.778151274,0.956474602
1.531478882,1.472190857
0.69897002,0.450881004
1.80618,1.821042895
1.380211234,1.350749373
1.653212547,1.722368717
1.591064572,1.427253842
1.20412004,1.273327112
1.041392684,0.885283291
1.322219253,1.415008903
1.982271194,1.973186731
1.079181194,1.278254151
1.278753638,1.240638971
1.707570195,1.717357993
1.591064572,1.762717605
2.123851538,2.122181654
1.653212547,1.59150362
1.819543958,1.98202455
0.954242527,0.977858901
1.919078112,1.857209682
1.716003299,1.690951586
1.69896996,1.727102995
1.414973378,1.468931675
2.037426472,1.917907119
1.924279332,1.950178862
1.477121234,1.487866759
1.230448961,1.366919637
1.591064572,1.594817996
1.041392684,0.962972701
0.90309,1.229081154
1.740362644,1.654923677
1.819543958,1.960184574
1.633468509,1.609821439
1.991226077,1.816730261
1.079181194,1.316446424
1.612783909,1.626793385
2.328379631,2.40623641
1.56820178,1.498066783
1.505149961,1.530584931
1.505149961,1.412998676
1.929418921,1.952453136
1.812913299,1.754760027
1.414973378,1.658905506
1.56820178,1.624313235
1.653212547,1.756509304
1.612783909,1.687220335
1.875061274,2.008444786
2.262451172,2.132892847
1.278753638,1.167837262
2.198657036,2.24922967
1.662757874,1.685521245
1.77085197,1.664771914
1.643452644,1.979931355
1.643452644,1.577152014
1.113943338,1.248830914
2.079181194,2.054024458
1.176091313,1.291383862
1.146128058,1.274845481
1.361727834,1.472049236
1.30103004,1.040472031
1.041392684,1.004181862
1.69896996,1.6785326
1.447157979,1.494344234
0.30103001,-0.265056849
1.863322854,1.816763759
1.477121234,1.46024406
1.968482971,1.886609674
1.681241274,1.721251011
2.07554698,1.98914957
1.176091313,1.195938706
2.107209921,2.111090422
1.633468509,1.708270073
1.863322854,1.976222038
1.30103004,1.503158808
1.556302547,1.527892828
1.672097802,1.743509889
1.342422724,1.402742863
1.944482684,1.895471811
1.778151274,1.851082683
1.380211234,1.366460204
1.80618,1.874984145
1.380211234,1.301199913
1.732393742,1.765254974
2.245512724,2.192662716
1.255272508,1.233212709
0.954242527,0.602261782
1.681241274,1.79311645
1.414973378,1.221903563
0.954242527,0.99545598
1.146128058,1.215402722
1.869231701,1.849793196
0.90309,0.847876668
2.16731739,2.256445408
0.90309,1.138276696
1.477121234,1.263772488
2.012837172,1.995675683
1.982271194,1.950136542
1.792391658,1.769351959
1.973127842,1.979455233
1.278753638,1.285665751
1.812913299,1.815693855
1.986771703,2.080379725
1.322219253,1.339773417
1.431363821,1.477868795
1.477121234,1.459465504
1.732393742,1.890291333
1.653212547,1.585400224
1,0.925935566
1.897627115,2.019581079
1.740362644,1.766242146
1.556302547,1.496901512
1.857332468,1.993362069
0.69897002,0.479333997
1.690196037,1.65994525
1.39794004,1.458830357
1.146128058,1.095365286
1.60205996,1.61835885
1.77085197,1.710825443
1.812913299,1.740121484
1.643452644,1.592381597
1.20412004,1.304749489
2.089905024,2.256209373
0.30103001,0.52954793
1.079181194,1.18965435
0.90309,1.025745749
1.672097802,1.740071058
1.255272508,1.396380782
1.431363821,1.539992571
2.079181194,2.040221214
1.079181194,1.314655662
1.812913299,1.921284914
1.662757874,1.767354488
1.462398052,1.481060505
1.322219253,1.387891531
0.69897002,1.079365849
1.079181194,1.180181623
1.322219253,1.593864679
1.60205996,1.646578431
1.113943338,1.162998557
2.107209921,1.890734196
1,0.808653057
1.643452644,1.504380345
1.662757874,1.717319846
1.361727834,1.400239944
0.90309,1.154542446
2,2.075190783
1.20412004,1.170471191
1.732393742,1.500308275
1.653212547,1.753293633
2.365488052,2.41344595
1.176091313,1.18450129
2.029383659,2.02323103
1.863322854,1.955671549
1.20412004,1.349623442
1.913813829,1.662037373
2.045322895,2.003118992
1.643452644,1.707629442
1.380211234,1.480901361
1.653212547,1.719309807
1.662757874,1.598529816
1.897627115,1.876285791
1.041392684,1.350565195
2.086359739,1.788759232
2.255272388,2.182249069
1.491361737,1.459904194
1.447157979,1.462840915
0.954242527,0.849672139
1.69896996,1.670127034
1.740362644,1.580594778
1.838849068,1.879487514
1.477121234,1.657999039
1.763427973,1.817331791
1.431363821,1.484317899
1.462398052,1.419692755
1.986771703,1.946655154
1.832508922,1.798607826
1.880813599,1.900745153
1.934498429,1.917285323
1.934498429,1.834334612
0.69897002,0.907875776
1.176091313,1.267308712
1.681241274,1.660634875
1.491361737,1.366631627
1.462398052,1.456481576
1.672097802,1.821738958
1.361727834,1.430711865
1.857332468,1.676900864
1.477121234,1.511674523
1.819543958,1.850330949
1.944482684,1.906862259
1.934498429,1.815366507
1.278753638,1.254573941
2.021189213,2.011982679
1.623249292,1.557077408
1.690196037,1.830458045
0.30103001,0.459503293
1.763427973,1.785312176
1.69896996,1.732408762
1.556302547,1.577049732
1.20412004,1.335374475
1.56820178,1.290434122
1.56820178,1.672138929
1.724275827,1.654079676
1.60205996,1.537515044
1.863322854,1.917418242
2.093421698,1.92254138
1.447157979,1.511341929
1.623249292,1.583574295
1.60205996,1.498234272
1.414973378,1.403650165
0.90309,1.279954672
1.462398052,1.444172025
1.414973378,1.388613939
1.518513918,1.468579888
1.845098019,1.815280914
2.387389898,2.314656973
1.491361737,1.4736166
1.39794004,1.354499817
1.20412004,1.390653133
2.176091194,2.227146626
1.491361737,1.49806726
1.832508922,1.750142097
1.322219253,1.307809711
1.869231701,1.779868364
1.826074839,1.782445192
1.612783909,1.63302803
1.672097802,1.644452572
1.113943338,1.014049053
1.041392684,0.999694765
1.763427973,1.836195707
1.176091313,1.1152426
1.380211234,1.142759085
1.591064572,1.522243261
1.748188019,1.813706994
1.278753638,1.544070363
1.80618,1.624719024
1.113943338,1.040626645
1.30103004,1.420252323
1.919078112,1.785069823
1.612783909,1.648848772
0.30103001,0.338473201
1.869231701,1.523790002
1.662757874,1.610820293
1.041392684,1.26110065
1.20412004,1.284925938
1.505149961,1.429775
1.505149961,1.478714228
1.462398052,1.605759263
1.690196037,1.843918562
1.041392684,1.142588377
1.968482971,1.955337167
1.361727834,1.349140286
1.380211234,1.433959723
1.39794004,1.442088842
1.724275827,1.743632317
0.60206002,0.55487442
1.079181194,1.078753233
1,1.16146493
1.748188019,1.667104244
1.869231701,1.924554348
1.799340606,1.679212332
1.672097802,1.584002972
2.082785368,2.023239136
2.089905024,2.062362432
1.591064572,1.576333404
1.869231701,1.898519278
1.732393742,1.614174485
1.255272508,1.413551688
0.69897002,0.652103722
1.380211234,1.254350543
0.845098019,1.023677826
1.716003299,1.626487374
1.176091313,1.242890477
1.230448961,1.31412077
1.681241274,1.645620465
2.113943338,2.046857834
1.755874872,1.791785479
1.633468509,1.529957533
1.505149961,1.561917305
1.505149961,1.300511479
1.176091313,1.302437305
1.740362644,1.757703781
1.724275827,1.348395705
1.431363821,1.418498278
1.897627115,1.884101033
0.778151274,0.875356078
1.30103004,1.328984022
1.20412004,1.337942362
1.462398052,1.436664343
1.778151274,1.805297375
1.30103004,1.310276031
1.740362644,1.741913319
2.146127939,1.934859276
1.278753638,1.290022731
2.152288437,2.105499983
1.414973378,1.69714427
1.462398052,1.719337583
1.732393742,1.801699758
1.707570195,1.714507222
1.740362644,1.700118899
1.505149961,1.357198119
1.724275827,1.609161973
1.230448961,1.287187815
1.995635152,1.868644714
1.146128058,1.148713946
1.556302547,1.401467204
1.69896996,1.645352125
1.724275827,1.697262883
1.431363821,1.463761568
1.20412004,1.386238933
2.294466257,2.356158257
1.477121234,1.713923335
2.045322895,1.975099921
1.342422724,1.370705366
1.819543958,1.870771408
1.113943338,1.223036766
1.447157979,1.765393019
1.505149961,1.457998753
1.079181194,0.98886013
1.20412004,1.334792852
1.69896996,1.612309575
